AP,HE,accuracy,aimTime,caliber,corrShotMultiplier,dispersionAngle,dispersionMax,dispersionMin,inst_num,isCluster,isFireAndForget,isHEAT,isKE,isMissile,isNapalm,isRadar,isSEAD,isSmoke,loadType,maxrangeDef,maxrangeGround,maxrangeHeli,maxrangePlane,maxrangeShip,minrangeDef,minrangeGround,minrangeHeli,minrangePlane,minrangeShip,missileAcceleration,missileCorrInterval,missileSpeedMax,muzzleVelocity,name,noiseMalus,radiusDamage,radiusNapalm,radiusSmoke,radiusSuppress,salvoLength,salvoReload,salvoVisAmmo,shotReload,simultShots,stabilizer,supplyPerShot,suppress,typeArme
,1,0.3,0.4,30mm,,1.15,,,88876,,,,,,,,,,,,2800,1575,1575,2800,,,,,,,,,5769.23,GSh-6-30,1.6,46,,,150,5,2,100,0.2,1,0.3,25,138,Autocannon
,4,0.6,1.4,125mm,,0.29,,,83961,,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,2A46M [Auto],2.25,47,,,156.5,24,7.5,24,7.5,1,0.4,600,144,Main Gun
19,1,0.6,,89mm HEAT,,0.86,,,77569,,,true,,,,,,,,,700,,,700,,,,,,,,,769.23,LRAC F1,2.68,2.5,,,210,1,6,1,1,1,0.05,20,356,LAW
12,1,0.3,0.2,240mm,,1.15,,,122512,,,true,,,,,,,,,2625,,,2625,,700,,,700,,,,2307.69,S-24 Shafaq,2.6,2.5,,,300,4,5,4,0.2,1,0.3,350,552,Rocket Pod
,1,0.6,0.2,25mm Radar,,0.11,,,121667,,,,,,,true,,,,,,2800,2625,,,,,,,,,,3461.54,Type 09,5.4,13.5,,,76.5,68,15,500,0.2,1,0.5,500,140,Gatling Gun
,5,,8,120mm,,0.06,140,140,80902,,,,,,,,,,,,7700,,,7700,,770,,,770,,,,826.92,Tampella,1.8,60,,,180,3,12,3,4,1,,105,265,Mortar
,6,0.5,0.2,Infrared,,0.57,,,122109,,true,,,true,,,,,,,,2275,6300,,,,420,700,,1000,10,15000,1000,R-27ET1,2,210,,,420,1,2,1,2,1,0.5,700,240,AAM
2,1,0.6,1,30mm,,0.57,,,85763,,,,true,,,,,,,,1575,,,1575,,,,,,,,,3461.54,M230,1.6,11.5,,,37.5,2,1.2,15,0.8,1,0.5,15,60,Autocannon
,0.5,0.3,1,7.62mm,,0.57,,,123022,,,,,,,,,,,,875,525,,875,,,,,,,,,3461.54,MAG [RWS],1.762,3,,,10,10,2,100,0.8,1,0.15,10,55,MMG
23,1,0.65,1,125mm,,0.29,,,84089,,,,true,,,,,,,,2275,,,2275,,,,,,,,,3461.54,2A46M5 [Auto],2.25,2.5,,,312.5,30,6.6,30,6.6,1,0.55,750,144,Main Gun
,1,0.95,2,7.62mm,,0.57,,,121234,,,,,,,,,,,,1050,700,,1050,,87,,,87,,,,3461.54,M110A1 CSASS,1.4,3,,,10,1,3,1,3,1,0.2,6,55,Sniper Rifle
24,1,0.5,,125mm HEAT,,0.86,,,121424,,,true,,,,,,,,,700,,,700,,,,,,,,,769.23,RPG-28,2.45,2.5,,,181.5,1,3,1,1,1,0.05,15,500,LAW
,7,,,HE Bomb,,5.73,,,122487,true,,,,,,,,,,,140,,,140,,,,,,,,,1057.69,VBIED,1.7,300,,,600,1,60,1,1,1,,197,600,Howitzer
,1,0.45,1,20mm Radar,,0.11,,,123568,,,,,,,true,,,,,1575,,,1575,,,,,,,,,3461.54,M168 Vulcan,5.6,15,,,65,165,15,1100,0.4,1,0.05,1100,92,Gatling Gun
,1,0.35,0.4,27mm,,1.15,,,87264,,,,,,,,,,,,2100,1575,2800,2100,,,,,,,,,5769.23,Mauser BK-27,1.54,10,,,34,10,1,30,0.4,1,0.35,60,54,Autocannon
21,1,0.6,2,SALH,,0.63,,,122538,,,true,,true,,,,,,,2625,,,2625,,175,,,175,700,1.1,1400,700,Sadid-1,2,5,,,400,1,1,1,1,1,0.45,171,150,ATGM
11,1,0.6,4,MMW,,1.15,,,124105,true,true,true,,true,,,,,,,2625,,,2625,,175,,,175,700,1.6,1400,700,HJ-16,2,5,,,400,4,20,4,4,1,0.1,800,150,ATGM
,1,0.3,0.4,23mm,,1.15,,,121866,,,,,,,,,,,,2100,1575,2275,2100,,,,,,,,,5769.23,Type 23-III,1.46,8.5,,,29,10,1,50,0.1,1,0.3,25,46,Autocannon
,5,0.55,0.2,Infrared,,0.57,,,87244,,true,,,true,,,,,,,,2275,3850,,,,420,700,,2000,10,9000,2000,AIM-9M,2,175,,,350,1,2,1,2,1,0.55,600,200,AAM
,3,0.5,1.4,90mm,,0.29,,,79376,,,,,,,,,,,,1925,,,1925,,,,,,,,,2692.31,CN 90 F4,1.9,34,,,112.5,1,6,1,1,1,0.05,15,104,Main Gun
,5,0.5,0.2,Infrared,,0.57,,,88406,,true,,,true,,,,,,,,2275,3850,,,,420,700,,2000,10,9000,2000,PL-8B,2,175,,,350,1,2,1,2,1,0.5,500,200,AAM
,5,0.6,0.2,Infrared,,0.57,,,123643,,true,,,true,,,,,,,,2275,4200,,,,420,700,,2000,10,9000,2000,ASRAAM,2,175,,,350,1,2,1,2,1,0.6,600,200,AAM
30,1,0.5,,Infrared,,0.57,,,123818,,true,true,,true,,,,,,,3500,,,3500,,700,,,700,2000,10,4000,2000,Rudram-2,2,5,,,400,2,2,2,0.4,1,0.5,1667,150,AGM
,1,0.8,0.2,5.56mm,,0.57,,,122988,,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,G95KA1,1,2.5,,,10,8,3,80,1.3,1,0.8,8,40,Assault Rifles
,7,0.55,,Radar,,0.57,,,85479,,true,,,true,,true,,,,3675,,3675,5250,,,,,,,2000,10,15000,2000,SM2 MR block II,2,245,,,490,2,5,2,1,1,0.55,168,280,Naval SAM
20,1,0.7,,Antiradar,,0.57,,,87474,,true,true,,true,,,true,,,,4900,,,4900,,875,,,875,2000,10,15000,2000,AGM-88E AARGM,2,5,,,10,1,2.2,1,0.4,1,0.7,3250,150,Anti-Radar
,3,0.2,,340kg,,0.57,,,122134,,,,,,true,,,,,,3500,,,3500,,,,,,,,,576.92,BLU-27,6,122,275,,191,6,5,6,0.2,2,0.2,1750,600,HE Bomb
11,1,0.7,,SACLOS,,1.72,,,85731,true,,true,,true,,,,,,,2625,,,2625,,175,,,175,500,1.7,1000,500,BGM-71F TOW 2B,2,5,,,400,1,1,1,1,1,0.5,219,150,ATGM
26,1,0.5,,GPS-guided,,0.57,,,122598,,true,true,,true,,,,,,,3675,,,3675,,700,,,700,1000,10,750,1000,SBU-64,2,5,,,400,4,3.4,4,0.2,1,0.5,3000,150,AGM
24,1,0.6,,SACLOS,,1.72,,,87019,,,true,,true,,,,,,,2625,,,2625,,175,,,175,750,1.8,900,500,HJ-11,2,5,,,400,1,5,1,1,1,0.45,180,150,ATGM
2,1,0.2,1,20mm,,0.57,,,77644,,,,true,,,,,,,,1575,,,1575,,,,,,,,,3461.54,M693 F1,1.4,7.5,,,25,2,0.8,15,0.4,1,0.1,15,40,Autocannon
,5,0.6,0.2,Radar,,0.57,,,121870,,true,,,true,,true,,,,,,,7000,,,,,700,,1500,10,20000,1500,PL-12,2,175,,,350,1,2,1,2,1,0.6,1000,200,AAM
,4,0.5,1,Infrared,,0.57,,,123015,,true,,,true,,,,,,,,2450,1925,,,,,,,2000,10,9000,2000,9K38 Igla,2,140,,,280,1,6,1,6,1,0.5,50,160,SAM
,9,0.4,0.2,Infrared,,0.57,,,123471,,,,,true,,,,,,,,,3850,,,,,,,1250,10,15000,1250,V-750,2,315,,,630,1,30,1,1,1,0.3,167,360,SAM
,,,5,155mm,,0.06,140,140,123364,,,,,,,,,true,,,41300,,,41300,,4130,,,4130,,,,1057.69,Type 107 [10s],2.01,155,,175,310,5,15,5,5,1,,421,,Howitzer
,1,0.8,0.2,9mm,,0.57,,,83574,,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,AS VAL,1,3.5,,,10,8,2,80,1,1,0.8,8,40,SMG
,1,0.3,1,25mm,,1.15,,,122179,,,,,,,,,,,,1575,,,1575,,,,,,,,,5769.23,GAU-12/A Equalizer,1.5,40,,,125,30,2,385,0.4,1,0.2,56,115,Gatling Gun
,7,,10,155mm,,0.06,140,140,78747,,,,,,,,,,,,33950,,,33950,,3395,,,3395,,,,1057.69,155mm/52 [10s],2.03,155,,,310,6,30,6,6,1,,505,357,Howitzer
11,1,0.5,1,100mm,,0.57,,,121937,,,,true,,,,,,,,2100,,,2100,,,,,,,,,3461.54,PTP-86,2,2.5,,,250,1,6.6,1,1,1,0.35,20,115,Main Gun
,3,0.45,1.4,90mm,,0.29,,,79472,,,,,,,,,,,,1925,,,1925,,,,,,,,,2692.31,Cockerill Mk.3 M-A1,1.9,34,,,112.5,1,8.5,1,1,1,0.05,15,104,Main Gun
26,1,0.7,,SALH,,1.72,,,85765,,,true,,true,,,,,,,2800,,,2800,,175,,,175,700,1.2,1400,700,AGM-114R Hellfire II,2,5,,,400,1,1,1,1,1,0.5,243,150,ATGM
,12,,10,240mm,1,0.06,700,175,122389,,,,,,,,,,,,17500,,,17500,,3500,,,3500,,,,1057.69,M-1985 [10s],2.47,144,,,720,12,180,12,1.5,1,,893,480,MLRS
,2,0.7,1,90mm,,0.86,,,123897,,,,,,,,,,,,700,,,700,,,,,,,,,2692.31,L2A1 ASM,1.84,31.5,,,105,1,4,1,1,1,0.05,20,50,LAW
,1,0.6,1,30mm,,0.57,,,85764,,,,,,,,,,,,1575,1575,,1575,,,,,,,,,3461.54,M230,1.6,11.5,,,37.5,2,1.2,15,0.8,1,0.5,15,60,Autocannon
26,1,0.5,,Antiradar,,0.57,,,89429,,true,true,,true,,,true,,,,4200,,,4200,,875,,,875,2000,10,15000,2000,Kh-31PD,2,5,,,10,1,2.2,1,0.4,1,0.5,2167,150,Anti-Radar
,3,0.55,1.4,105mm,,0.29,,,123488,,,,,,,,,,,,2100,,,2100,,,,,,,,,2692.31,KM68A1,2.05,39.5,,,131.5,1,7.5,1,1,1,0.05,20,121,Main Gun
,11,0.3,0.2,240mm,,1.15,,,88633,,,,,,,,,,,,2625,,,2625,,700,,,700,,,,2307.69,S-24B,2.6,90,,,300,4,4,4,0.2,1,0.3,350,552,Rocket Pod
4,1,0.6,0.2,40mm,,0.86,,,122627,,,true,,,,,,,,,455,,,455,,52,,,,,,,769.23,APAV40 [AP],1.3,2.5,,,180,1,4.5,1,1,1,0.4,10,80,Grenade Launcher
22,1,0.7,1,120mm,,0.29,,,121907,,,,true,,,,,,,,2275,,,2275,,,,,,,,,3461.54,L/55,2.2,2.5,,,300,1,6.6,1,1,1,0.6,25,138,Main Gun
,4,0.7,1.4,120mm,,0.29,,,123854,,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,L30,2.2,45,,,150,1,7.5,1,1,1,0.65,25,138,Main Gun
,4,0.4,1.4,125mm,,0.29,,,123938,,,,,,,,,,,,2100,,,2100,,,,,,,,,2692.31,2A46 [Auto],2.25,47,,,156.5,28,7.5,28,7.5,1,0.2,700,144,Main Gun
,5,,8,120mm,,0.06,140,140,122895,,,,,,,,,,,,7700,,,7700,,770,,,770,,,,826.92,MO-120 RT-61,1.8,60,,,180,3,12,3,4,1,,105,265,Mortar
,2,0.2,0.6,57mm,,0.11,,,80006,,,,,,,,,,,,1575,2800,1750,1575,,,,,,,,,3461.54,S-68,6.28,21.5,,,93,2,3,12,1.2,1,0.05,24,228,Anti-Aircraft Autocannon
,8,0.45,1,127mm,,0.29,,,120598,,,,,,,,,,,2975,5600,2975,2975,5600,,,,,,,,,2692.31,"5""/54 Mk. 45",2.27,95,,,156.5,4,4.5,4,1.1,1,0.45,100,72,Naval Gun
,5,0.35,0.2,Infrared,,0.57,,,123465,,true,,,true,,,,,,,,2625,3150,,,,420,700,,2000,10,9000,2000,PL-2B,2,175,,,350,1,2,1,2,1,0.35,87,200,AAM
,4,0.65,,Radar,,0.57,,,85624,,true,,,true,,,,,,2625,,2800,2275,,,,,,,2000,10,15000,2000,HQ-10,2,175,,,350,24,12,24,1,1,0.65,960,200,Naval SAM
,4,0.7,1.4,125mm,,0.29,,,84563,,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,ZPT-98 [Auto],2.25,47,,,156.5,42,6,42,6,1,0.65,1050,144,Main Gun
,1,0.4,1,5.45mm,,0.57,,,123199,,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,Type 98,1.545,2.5,,,10,8,9,80,3,1,0.4,8,40,Assault Rifles
1,1,0.95,2,12.7mm,,0.57,,,121605,,,,true,,,,,,,,1400,,,1400,,87,,,87,,,,3461.54,QBU-10,2.25,2.5,,,16,1,4,1,4,1,0.2,12,80,Sniper Rifle
,9,0.6,0.2,Radar,,0.57,,,122369,,,,,true,,true,,,,,,,5600,,,,,,,2000,10,15000,2000,Sayyad-4B,2,315,,,630,2,20,2,4,1,0.6,494,360,SAM
,13,0.2,,400kg,,0.57,,,107537,,,,,,,,,,,,3500,,,3500,,,,,,,,,576.92,SAMP T400,6,162.5,,,260,4,5,4,0.2,2,0.2,2000,600,HE Bomb
,,,7.5,130mm,,0.06,210,210,84243,,,,,,,,,true,,,27300,,,27300,,2730,,,2730,,,,826.92,M-46 [15s],1.87,130,,150,260,10,15,10,6,1,,517,,Howitzer
,1.5,0.6,0.6,40mm Frag,,0.86,,,122629,,,,,,,,,,,,455,,,455,,52,,,,,,,769.23,APAV40 [HE],1.3,25,,,180,1,4.5,1,1,1,0.4,10,80,Grenade Launcher
26,1,0.55,2,SACLOS,,1.15,,,123043,,,true,,true,,,,,,,2625,,,2625,,175,,,175,750,2.3,900,750,Bulsae-5,2,5,,,400,2,10,2,1,1,0.05,356,150,ATGM
2,1,0.2,1,40mm,,0.57,,,81347,,,,true,,,,,,,,1400,,,1400,,,,,,,,,3461.54,M2A1,1.8,15,,,50,4,1.6,30,1.6,1,0.05,48,80,Anti-Aircraft Autocannon
23,1,0.5,2,SACLOS,,0.97,,,122411,,,true,,true,,,,,,,2450,,,2450,,175,,,175,750,1.9,900,750,Toofan-2B,2,2.5,,,400,1,6,1,1,1,0.5,134,150,ATGM
,1,0.6,0.6,5.56mm,,0.57,,,121780,,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,G36KA4,1.556,2.5,,,10,6,4.5,60,2,1,0.6,6,40,Assault Rifles
,6,0.6,,Radar,,0.57,,,122275,,true,,,true,,,,,,2625,,2800,2275,,,,,,,2000,10,15000,2000,RIM-116C SeaRAM,2,175,,,350,11,10,11,1,1,0.6,440,200,Naval SAM
,7,,10,152mm,,0.06,175,175,77481,,,,,,,,,,,,29050,,,29050,,2905,,,2905,,,,1057.69,2A65 [10s],2.01,152,,,304,5,30,5,6,1,,333,350,Howitzer
,,0.7,1,84mm,,0.86,,,122583,,,,,,,,,true,,,875,,,875,,,,,,,,,2692.31,PF-98A [SMK],1.84,31.5,,75,105,1,6,1,1,1,0.05,20,,LAW
23,1,0.55,2,SALH,,0.74,,,84091,,,true,,true,,,,,,,2625,,,2625,,175,,,175,1000,1.5,1200,1000,9M119M1 Refleks-M,2,5,,,400,1,6,1,1,1,0.45,151,150,ATGM
,1,0.15,1,20mm,,0.57,,,86834,,,,,,,,,,,,1575,1575,,1575,,,,,,,,,3461.54,M621,1.4,7.5,,,25,2,1,15,0.6,1,0.05,15,40,Autocannon
24,1,0.6,2,MMW,,1.15,,,122623,,,true,,true,,,,,,,2450,,,2450,,175,,,175,500,1.6,750,500,Akeron MP,2,5,,,400,1,10,1,1,1,0.1,200,150,ATGM
,7,,10,155mm,,0.06,140,140,123798,,,,,,,,,,,,36050,,,36050,,3605,,,3605,,,,1057.69,155 FH-77 BW L/52 [10s],2.03,155,,,310,3,30,3,6,1,,253,357,Howitzer
,1,0.4,1,20mm,,0.57,,,85924,,,,,,,,,,,,1575,1575,,1575,,,,,,,,,3461.54,M621,1.4,7.5,,,25,2,0.8,15,0.4,1,0.3,15,40,Autocannon
16,1,0.7,,90mm HEAT,,0.86,,,123665,,,true,,,,,,,,,700,,,700,,,,,,,,,769.23,L2A1 ASM,2.66,2.5,,,207.5,1,3,1,1,1,0.05,20,336,LAW
20,1,0.5,,Antiradar,,0.57,,,87152,,true,true,,true,,,true,,,,4550,,,4550,,875,,,875,2000,10,15000,2000,AGM-88D HARM,2,5,,,10,1,2.2,1,0.4,1,0.5,2000,150,Anti-Radar
8,1,0.25,,450kg,,0.57,,,87747,true,,true,,,true,,,,,,3500,,,3500,,,,,,,,,576.92,CBU-87,6,275,275,,250,4,5,4,0.2,2,0.25,2500,300,AT Cluster Bomb
17,1,0.5,,94mm HEAT,,0.86,,,82011,,,true,,,,,,,,,700,,,700,,,,,,,,,769.23,Type 69-III,2.6,2.5,,,200,1,6,1,1,1,0.05,20,340,LAW
,3,0.3,1.4,76mm,,0.57,,,77995,,,,,,,,,,,,1925,,,1925,,,,,,,,,2692.31,L23A1,1.76,28.5,,,95,1,8.5,1,1,1,0.05,15,88,Main Gun
,20,0.25,,1000kg,,0.57,,,88405,,,,,,,,,,,,3500,,,3500,,,,,,,,,576.92,FAB 1000,6,325,,,500,1,5,1,0.2,1,0.25,1500,600,HE Bomb
,1.5,0.6,1,40mm,,0.57,,,122929,,,,,,,,,,,,1925,1575,,1925,,,,,,,,,3461.54,CTAS40,1.7,15,,,50,2,2,10,1.6,1,0.5,15,80,Autocannon
26,1,0.6,,Antiradar,,0.57,,,123816,,true,true,,true,,,true,,,,4550,,,4550,,875,,,875,2000,10,9000,2000,Rudram-1,2,5,,,10,1,2.2,1,0.4,1,0.6,3500,150,Anti-Radar
18,1,0.55,1,105mm,,0.29,,,122944,,,,true,,,,,,,,2275,,,2275,,,,,,,,,3461.54,MECA L/48,2.05,2.5,,,262.5,1,6.6,1,1,1,0.05,20,121,Main Gun
,0.75,0.15,1,12.7mm,,0.57,,,77484,,,,,,,,,,,,1050,875,,1050,,,,,,,,,3461.54,NSVT,1.254,5,,,16,10,2,100,0.8,1,0.05,10,90,MMG
,1,0.2,1,12.7mm,,0.57,,,122230,,,,,,,,,,,,1225,1225,,1225,,,,,,,,,3461.54,GAU-19/B,1.25,20,,,64,10,2,100,0.5,1,0.1,20,90,Gatling Gun
,15,0.5,0.2,Laser-guided,,0.57,,,89188,,true,,,true,,,,,,,3500,,,3500,,1400,,,1400,1000,10,750,1000,LT-2,2,187.5,,,375,2,1,2,1,1,0.5,3000,600,Laser Guided HE Bomb
,3,0.6,1.4,105mm,,0.29,,,121663,,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,ZPL-98A [Auto],2.05,39.5,,,131.5,30,6.6,30,6.6,1,0.5,600,121,Main Gun
,2,0.5,0.2,70mm,,0.57,,,124165,,,,,,,,,,,,2275,,,2275,,700,,,700,,,,2307.69,FZ275 LGR,1.466667,26.5,,,87.5,12,5,12,0.4,2,0.5,150,161,Rocket Pod
,7,0.4,,100kg,,0.57,,,123099,,,,,,,,,,,,3500,,,3500,,,,,,,,,576.92,LS-6,6,90,,,140,42,5,42,0.15,14,0.4,4000,600,HE Bomb
,1,0.95,2,20mm,,0.57,,,83200,,,,,,,,,,,,1750,700,,1750,,87,,,87,,,,3461.54,Vidhwansak,3.5,7.5,,,25,1,4,1,4,1,0.2,12,40,Sniper Rifle
,12,0.15,,500kg,,0.57,,,123673,,,,,,true,,,,,,3500,,,3500,,,,,,,,,576.92,ODAB 500,6,187.5,325,,300,8,5,8,0.2,2,0.15,3000,600,HE Bomb
,15,0.25,,500kg,,0.57,,,88269,,,,,,,,,,,,3500,,,3500,,,,,,,,,576.92,FAB 500,6,187.5,,,300,2,5,2,0.2,1,0.25,1250,600,HE Bomb
,1,0.8,0.2,5.56mm,,0.57,,,124054,,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,TAR-21,1.556,2.5,,,10,8,3,80,1.3,1,0.8,8,40,Assault Rifles
2,1,0.3,1,20mm,,0.57,,,86056,,,,true,,,,,,,,1575,,,1575,,,,,,,,,3461.54,Twin M621,1.4,7.5,,,25,4,0.8,30,0.4,1,0.05,30,40,Anti-Aircraft Autocannon
,0.5,0.3,2,7.5mm,,0.57,,,77570,,,,,,,,,,,,875,595,,875,,,,,,,,,3461.54,AA-52,2.25,3,,,50,10,5,100,1,1,0.15,10,55,SAW
,1,0.3,1,5.56mm,,0.57,,,123222,,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,K2,1.556,2.5,,,10,4,6,40,3,1,0.15,4,40,Assault Rifles
20,1,0.7,1,120mm,,0.29,,,123852,,,,true,,,,,,,,2275,,,2275,,,,,,,,,3461.54,L30,2.2,2.5,,,300,1,7.5,1,1,1,0.65,25,138,Main Gun
,1,0.1,1,14.5mm,,0.57,,,78498,,,,,,,,,,,,1400,1750,,1400,,,,,,,,,3461.54,ZPTU-4,1.29,5.5,,,18.5,24,8,160,0.2,1,0.05,80,110,MMG
,1,0.4,0.4,25mm,,1.15,,,87233,,,,,,,,,,,,2450,1575,2100,2450,,,,,,,,,5769.23,GAU-12/A Equalizer,1.5,40,,,125,10,2,390,0.2,1,0.4,56,115,Autocannon
,9,0.65,0.2,Radar,,0.57,,,77630,,true,,,true,,true,,,,,,2800,4200,,,,560,,,1250,10,15000,1250,9M317M,2,315,,,630,6,30,6,2.5,1,0.65,1080,360,SAM
,4,0.75,1.4,120mm,,0.29,,,80791,,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,L/55A1,2.2,45,,,150,1,6.6,1,1,1,0.7,25,138,Main Gun
,4,0.6,1.4,125mm,,0.29,,,122011,,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,2A46M [Auto],2.25,47,,,156.5,24,7.5,24,7.5,1,0.45,600,144,Main Gun
,2,0.25,1,57mm,,0.29,,,122293,,,,,,,,,,,2450,3150,2450,1925,3150,,,,,,,,,2692.31,Mk 110 57mm,1.76,57,,,95,24,20,24,0.4,1,0.25,450,44,Naval Gun
,0.5,0.4,2,5.56mm,,0.57,,,120697,,,,,,,,,,,,770,595,,770,,,,,,,,,3461.54,M249 SAW,2.25,2.5,,,50,20,5,200,0.8,1,0.2,20,40,SAW
23,1,0.7,,110mm HEAT,,0.86,,,123633,,,true,,,,,,,,,700,,,700,,,,,,,,,769.23,PzF 3-T600,3.2,2.5,,,275,1,4,1,1,1,0.05,20,440,LAW
,1,0.5,1,30mm,,0.57,,,79530,,,,,,,,,,,,1750,1575,,1750,,,,,,,,,3461.54,L21A1 RARDEN,1.6,11.5,,,37.5,2,2,6,1.8,1,0.05,15,60,Autocannon
23,1,0.5,2,SACLOS,,1.15,,,121585,,,true,,true,,,,,,,2625,,,2625,,175,,,175,750,2.3,900,750,HJ-8H,2,5,,,400,1,5,1,1,1,0.1,173,150,ATGM
,2,0.2,1,57mm,,0.11,,,79673,,,,,,,,,,,,1575,1925,1400,1575,,,,,,,,,3461.54,S-68A,6.28,21.5,,,93,2,3,12,1.2,1,0.05,24,228,Anti-Aircraft Autocannon
,9,0.5,0.2,Infrared,,0.57,,,124178,,true,,,true,,,,,,,,3325,2625,,,,525,,,1000,10,15000,1250,R-27ET,2,315,,,630,2,25,2,3,1,0.5,350,360,SAM
,4,0.75,1.4,120mm,,0.29,,,121906,,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,L/55,2.2,45,,,150,1,6.6,1,1,1,0.7,25,138,Main Gun
12,1,0.6,1,105mm,,0.29,,,80225,,,,true,,,,,,,,2100,,,2100,,,,,,,,,3461.54,KM68A1,2.05,2.5,,,262.5,1,6,1,1,1,0.5,20,121,Main Gun
,0.5,0.2,2,7.62mm,,0.57,,,123024,,,,,,,,,,,,875,595,,875,,87,,,87,,,,3461.54,MG5,2.25,3,,,50,15,5,150,0.8,1,0.05,15,55,LMG
,3,0.3,1,107mm,,0.57,,,123337,,,,,,,,,,,,1925,,,1925,,175,,,175,,,,2307.69,Type 63,1.813333,33.94,,,112.02,24,20,24,0.6,2,0.2,480,207,Rocket Pod
22,1,0.55,2,SALH,,0.74,,,79060,,,true,,true,,,,,,,2625,,,2625,,175,,,175,1000,1.5,1200,1000,9M119M Refleks,2,5,,,400,1,6,1,1,1,0.45,138,150,ATGM
,7,0.6,0.2,Radar,,0.57,,,124180,,,,,true,,true,,,,,,2800,3150,,,,560,,,2000,10,9000,2000,QRSAM,2,245,,,490,6,30,6,1,1,0.6,560,280,SAM
,1.5,0.6,0.6,20mm,,0.86,,,123187,,,,,,,,,,,,875,,,875,,52,,,,,,,769.23,NK-11 (Airburst),1.3,25,,,90,1,1.6,1,1.6,1,0.4,10,50,Grenade Launcher
,1,0.25,1,30mm,,0.57,,,86480,,,,,,,,,,,,1575,1575,,1575,,,,,,,,,3461.54,GSh-30k,1.6,11.5,,,37.5,4,0.6,30,0.2,1,0.15,30,60,Anti-Aircraft Autocannon
,1,0.3,0.6,7.62mm,,0.57,,,78712,,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,G3A6,1.762,3,,,10,6,6,60,3,1,0.15,6,50,Battle Rifle
16,1,0.55,2,SALH,,1.72,,,123345,true,,true,,true,,,,,,,2975,,,2975,,175,,,175,700,1.2,1400,1250,Bulsae-4,2,5,,,400,1,1,1,1,1,0.55,213,150,ATGM
,3,,4,81mm,,0.06,105,105,80249,,,,,,,,,,,,4900,,,4900,,490,,,490,,,,692.31,M29,1.54,40.5,,,121.5,5,8,5,2,1,,100,187,Mortar
,3,0.35,1.4,106mm,,0.29,,,79615,,,,,,,,,,,,1750,,,1750,,,,,,,,,2692.31,M40A2 RR,2.06,40,,,132.5,1,8,1,1,1,0.05,20,122,Recoilless Rifle
,1,0.15,1.2,7.62mm,,0.57,,,82063,,,,,,,,,,,,455,455,,455,,2,,,2,,,,3461.54,Type 49,1.762,3,,,10,3,6,30,2,1,0.15,3,36,SMG
16,1,0.4,,84mm HEAT,,0.86,,,80464,,,true,,,,,,,,,525,,,525,,,,,,,,,769.23,AT4CS,2.66,2.5,,,207.5,1,3,1,1,1,0.05,20,336,LAW
,5,0.5,1,Infrared,,0.57,,,123429,,true,,,true,,,,,,,,2450,1925,,,,,,,2000,10,9000,2000,AIM-92 ATAS Block II,2,175,,,350,4,20,4,2,1,0.5,252,200,SAM
17,1,0.6,1,125mm,,0.29,,,121418,,,,true,,,,,,,,2275,,,2275,,,,,,,,,3461.54,2A75 [Auto],2.25,2.5,,,312.5,40,6.6,40,6.6,1,0.5,1000,144,Main Gun
,13,0.5,0.2,Laser-guided,,0.57,,,122130,,true,,,true,,,,,,,3500,,,3500,,1400,,,1400,1250,10,15000,1000,Yasser,2,162.5,,,260,2,1,2,0.5,1,0.5,3000,600,Laser Guided HE Bomb
3,1,0.3,2,14.5mm,,0.57,,,123323,,,,true,,,,,,,,1050,,,1050,,87,,,87,,,,3461.54,PTRD-41,2.25,2.5,,,16,1,5,1,5,1,0.2,12,80,Sniper Rifle
,5,0.5,1,Infrared,,0.57,,,122896,,true,,,true,,,,,,,,2450,1925,,,,,,,2000,10,9000,2000,Mistral F2,2,175,,,350,1,6,1,6,1,0.05,63,200,SAM
23,1,0.6,2,SACLOS,,0.97,,,122112,,,true,,true,,,,,,,2625,,,2625,,175,,,175,750,1.9,900,750,Toofan-5,2,5,,,400,1,5,1,1,1,0.4,173,150,ATGM
,0.5,0.4,2,5.56mm,,0.57,,,121049,,,,,,,,,,,,770,595,,770,,,,,,,,,3461.54,Negev NG5,2.25,2.5,,,50,20,5,200,0.8,1,0.2,20,40,SAW
15,1,0.65,1,105mm,,0.29,,,123500,,,,true,,,,,,,,2100,,,2100,,,,,,,,,3461.54,KM68A1,2.05,2.5,,,262.5,1,6,1,1,1,0.55,20,121,Main Gun
