AP,HE,accuracy,aimTime,caliber,corrShotMultiplier,dispersionAngle,dispersionMax,dispersionMin,inst_num,isCluster,isFireAndForget,isKEorHEAT,isMissile,isNapalm,isRadar,isSEAD,isSmoke,loadType,maxrangeDef,maxrangeGround,maxrangeHeli,maxrangePlane,maxrangeShip,minrangeDef,minrangeGround,minrangeHeli,minrangePlane,minrangeShip,missileAcceleration,missileCorrInterval,missileSpeedMax,muzzleVelocity,name,noiseMalus,radiusDamage,radiusNapalm,radiusSmoke,radiusSuppress,salvoLength,salvoReload,salvoVisAmmo,shotReload,simultShots,stabilizer,supplyPerShot,suppress,typeArme
6,1,0.15,,245kg,,0.57,,,91562,true,,HEAT,,,,,,,,3500,,,3500,,,,,,,,,576.92,Mk 20 Rockeye II,6,225,,,250,8,5,8,0.2,2,0.15,3500,300,AT Cluster Bomb
,,,15,110mm,1,0.06,700,175,84604,,,,,,,,true,,,17500,,,17500,,3500,,,3500,,,,1057.69,SF2,1.73,66,,125,330,18,72,18,0.2,1,,432,,MLRS
,3,0.65,1.4,105mm,,0.29,,,85731,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,XM-35,2.05,39.5,,,131.5,30,4.5,30,4.5,1,0.6,600,121,Main Gun
,3,0.55,1.4,90mm,,0.29,,,83348,,,,,,,,,,,2100,,,2100,,,,,,,,,2692.31,Cockerill Mk.8,1.9,34,,,112.5,1,8.5,1,1,1,0.05,15,104,Main Gun
,0.5,0.5,2,7.62mm,,0.57,,,86711,,,,,,,,,,,770,595,,770,,,,,,,,,3461.54,C2A1,2.25,3,,,50,3,2,30,1,1,0.3,3,55,SAW
,3,0.35,1.4,88mm,,0.29,,,88539,,,,,,,,,,,1750,,,1750,,,,,,,,,2692.31,T62-85TC,1.85,32,,,106.5,1,7.5,1,1,1,0.05,15,98,Main Gun
,0.5,0.3,2,7.62mm,,0.57,,,86013,,,,,,,,,,,875,595,,875,,,,,,,,,3461.54,FN MAG,2.25,3,,,50,10,5,100,1,1,0.15,10,55,SAW
,1,0.45,0.6,5.56mm,,0.57,,,81599,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,F88 Austeyr,1.556,2.5,,,10,6,3,60,1.5,1,0.3,6,40,Assault Rifles
15,1,0.4,,68mm HEAT,,0.86,,,86082,,,HEAT,,,,,,,,525,,,525,,,,,,,,,769.23,RPG-75,2.36,2.5,,,170,1,3,1,1,1,0.05,15,272,LAW
3,1,0.5,1,30mm,,0.57,,,83405,,,KE,,,,,,,,1750,,,1750,,,,,,,,,3461.54,L21A1 RARDEN,1.6,11.5,,,37.5,2,2,6,1.8,1,0.05,15,60,Autocannon
,1,0.6,0.2,7.62mm,,0.57,,,87054,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,Rk 62,1.762,3,,,10,8,3,80,1.5,1,0.3,8,40,Assault Rifles
,1,0.15,1.4,7.62mm,,0.57,,,82555,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,Vektor R1,1.762,3,,,10,3,12,30,6,1,0.05,3,50,Battle Rifle
,1,0.1,0.4,37mm,,0.11,,,89733,,,,,,,,,,,2100,2450,2800,2100,,,,,,,,,3461.54,Dual Type 61,5.48,11.5,,,23,5,6,40,1,1,0.05,40,2,Naval Auto-cannon
,1,0.6,0.2,7.62mm,,0.57,,,89103,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,Vz. 58,1.762,3,,,10,8,3,80,1.5,1,0.3,8,40,Assault Rifles
11,1,0.6,1,105mm,,0.29,,,87883,,,KE,,,,,,,,1925,,,1925,,,,,,,,,3461.54,L7,2.05,2.5,,,262.5,1,7.5,1,1,1,0.2,20,121,Main Gun
,,,15,152mm,,0.06,210,210,81195,,,,,,,,true,,,18900,,,18900,,1890,,,1890,,,,1057.69,ShKH-77,2.01,152,,175,304,10,15,10,10,1,,483,,Howitzer
,1,0.2,1,7.62mm,,0.57,,,83583,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,H&K G3A2,1.762,3,,,10,4,8,40,4,1,0.1,4,50,Battle Rifle
,9,0.4,0.2,Radar,,0.57,,,81222,,,,true,,true,,,,,,2450,3850,,,,490,,,1250,10,15000,1250,3M9,2,315,,,630,3,25,3,1,1,0.35,486,360,SAM
,1,0.4,1,7.62mm,,0.57,,,86633,,,,,,,,,,,595,595,,595,,2,,,2,,,,3461.54,AK4,1.762,3,,,10,4,8,40,4,1,0.1,4,50,Battle Rifle
,1,0.4,0.2,9mm PB,,0.57,,,83865,,,,,,,,,,,455,455,,455,,2,,,2,,,,3461.54,MAB 38/49,1.9,3.5,,,10,8,2,80,1,1,0.4,8,30,SMG
,1,0.95,2,7.62mm,,0.57,,,84148,,,,,,,,,,,1050,595,,1050,,87,,,87,,,,3461.54,Howa DMR,2.25,3,,,10,1,4,1,4,1,0.2,6,55,Sniper Rifle
,6,0.6,0.2,Infrared,,0.57,,,91633,,true,,true,,,,,,,,2100,3850,,,,420,700,,2000,10,9000,2000,U-Darter,2,175,,,350,1,2,1,2,1,0.6,500,200,AAM
,5,0.6,1,Infrared,,0.57,,,83324,,true,,true,,,,,,,,2625,2100,,,,,,,2000,10,9000,2000,Mistral,2,175,,,350,1,6,1,6,1,0.6,67,200,SAM
,1,0.4,1.4,7.62mm,,0.57,,,86948,,,,,,,,,,,595,595,,595,,2,,,2,,,,3461.54,M14,1.762,3,,,10,3,12,30,8,1,0.05,3,50,Battle Rifle
2,1,0.15,1,20mm,,0.57,,,83238,,,KE,,,,,,,,1575,,,1575,,,,,,,,,3461.54,Akan m/47D,1.4,7.5,,,25,2,1.2,15,0.8,1,0.05,15,40,Autocannon
,5,0.7,1,Infrared,,0.57,,,83573,,true,,true,,,,,,,,2275,1820,,,,,,,2000,10,9000,2000,FIM-92C Stinger,2,175,,,350,4,10,4,2,1,0.7,234,200,SAM
,5,,16,105mm,,0.06,280,280,89620,,,,,,,,,,,16800,,,16800,,1680,,,1680,,,,1057.69,M-49,1.7,105,,,210,10,30,10,8,1,,259,235,Howitzer
,15,0.5,0.2,SALH,,0.57,,,93484,,true,,true,,,,,,,3500,,,3500,,1400,,,1400,1000,10,750,1000,LT-2,2,187.5,,,375,2,1,2,1,1,0.5,3000,600,Laser Guided HE Bomb
20,3,0.6,0.2,Radar,,0.29,,,91064,,true,HEAT,true,,,,,,,,,,4550,,,,,700,300,10,1500,300,Penguin,2,200,,,400,2,1,2,1,1,0.6,300,,SSM
18,1,0.5,1,125mm,,0.29,,,88101,,,KE,,,,,,,,2275,,,2275,,,,,,,,,3461.54,2A46M,2.25,2.5,,,312.5,24,7.5,24,7.5,1,0.4,600,144,Main Gun
21,1,0.65,2,SALH,,0.63,,,85939,,,HEAT,true,,,,,,,2450,,,2450,,175,,,175,700,1.1,1400,700,Spike MR,3,5,,,400,1,5,1,1,1,0.05,159,150,ATGM
,1,0.6,0.2,5.56mm,,0.57,,,88820,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,L85,1.556,2.5,,,10,8,3,80,1.5,1,0.4,8,40,Assault Rifles
11,1,0.45,1,105mm,,0.29,,,84398,,,KE,,,,,,,,1925,,,1925,,,,,,,,,3461.54,L7,2.05,2.5,,,262.5,1,7.5,1,1,1,0.05,20,121,Main Gun
17,1,0.6,1,105mm,,0.29,,,86398,,,KE,,,,,,,,2275,,,2275,,,,,,,,,3461.54,L7A3,2.05,2.5,,,262.5,1,6,1,1,1,0.35,20,121,Main Gun
,1,0.8,0.2,5.45mm,,0.57,,,86608,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,Automat M-85,1.545,2.5,,,10,8,2,80,1,1,0.8,8,40,Assault Rifles
24,1,0.5,,SACLOS,,1.72,,,90314,,,HEAT,true,,,,,,,2450,,,2450,,175,,,175,500,1.6,1000,500,Malyutka-2M,2,5,,,400,1,1,1,1,1,0.4,140,150,ATGM
,1,0.6,0.2,7.62mm,,0.57,,,87609,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,AKM,1.762,3,,,10,8,3,80,1.5,1,0.3,8,40,Assault Rifles
6,1,0.2,,450kg,,0.57,,,93467,true,,HEAT,,,,,,,,3500,,,3500,,,,,,,,,576.92,BL-755,6,225,,,250,6,5,6,0.2,2,0.2,3000,300,AT Cluster Bomb
8,1,0.4,1,84mm,,0.29,,,82617,,,KE,,,,,,,,1925,,,1925,,,,,,,,,3461.54,QF 20-pdr,1.84,2.5,,,210,1,7.5,1,1,1,0.1,15,97,Main Gun
,3,0.45,1.4,100mm,,0.57,,,82054,,,,,,,,,,,2450,,,2450,,,,,,,,,2692.31,2A70,2,37.5,,,125,22,6,22,6,1,0.25,440,115,Main Gun
,1,0.8,0.2,9mm PB,,0.57,,,83594,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,PM-63,1.9,3.5,,,10,8,2,80,1,1,0.8,8,30,SMG
,,,4,120mm,,0.06,175,175,84951,,,,,,,,true,,,7700,,,7700,,770,,,770,,,,826.92,Tampella,1.8,60,,150,180,6,4,6,4,1,,120,,Mortar
20,1,,10,610mm,1,0.06,35,35,85333,true,,HEAT,,,,,,,,105000,,,105000,,8400,,,8400,,,,1057.69,M39,5.07,250,,,250,2,240,2,10,1,,2000,1420,MLRS
,10,0.5,0.2,SALH,,0.57,,,91952,,true,,true,,,,,,,3500,,,3500,,1400,,,1400,1000,10,750,1000,Mk-82 Griffin,2,112.5,,,225,4,1,4,0.6,1,0.5,4000,600,Laser Guided HE Bomb
13,1,0.35,2,MCLOS,,1.43,,,81950,,,HEAT,true,,,,,,,2450,,,2450,,175,,,175,500,3,400,500,Malyutka,2,5,,,400,1,10,1,1,1,0.1,53,150,ATGM
,,,15,155mm,,0.06,210,210,85015,,,,,,,,true,,,24500,,,24500,,2450,,,2450,,,,1057.69,OTO Melara 155mm M39,2.03,155,,175,310,6,15,6,10,1,,290,,Howitzer
,1,0.3,0.6,7.62mm,,0.57,,,89071,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,C1A1 SLR,1.762,3,,,10,6,6,60,3,1,0.15,6,50,Battle Rifle
,3,0.4,1.4,90mm,,0.29,,,83227,,,,,,,,,,,1925,,,1925,,,,,,,,,2692.31,GT-2,1.9,34,,,112.5,1,8,1,1,1,0.05,15,104,Main Gun
16,1,0.65,1,105mm,,0.29,,,84774,,,KE,,,,,,,,2275,,,2275,,,,,,,,,3461.54,L7A3,2.05,2.5,,,262.5,1,6,1,1,1,0.5,20,121,Main Gun
,1,0.4,0.4,30mm,,1.15,,,92828,,,,,,,,,,,2100,1575,2800,2100,,,,,,,,,5769.23,GSh-301,1.6,11.5,,,37.5,10,2,25,0.4,1,0.4,50,60,Autocannon
5,1,,10,220mm,1,0.06,700,175,81923,true,,HEAT,,,,,,,,35000,,,35000,,7000,,,7000,,,,1057.69,9M27F,2.47,225,,,225,16,180,16,1,1,,1440,442,MLRS
7,1,0.25,1,152mm HEAT,,0.29,,,81196,,,HEAT,,,,,,,,1925,,,1925,,,,,,,,,3461.54,ShKH-77,2.52,2.5,,,380,1,10,1,1,1,0.05,30,175,Main Gun
,1,0.6,0.6,5.56mm,,0.57,,,83686,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,Galil,1.556,2.5,,,10,6,4.5,60,2.2,1,0.6,6,40,Assault Rifles
25,1,0.6,,SACLOS,,1.72,,,90567,,,HEAT,true,,,,,,,2800,,,2800,,175,,,175,750,1.1,1500,750,Ataka V,2,5,,,400,1,1,1,1,1,0.45,200,150,ATGM
,10,0.55,,Antiradar,,0.57,,,91662,,true,,true,,,true,,,,3150,,,3500,,700,,,875,2000,10,15000,2000,BARB,2,187.5,,,300,2,1.8,2,0.4,1,0.55,1500,600,Anti-Radar
16,1,0.6,1,125mm,,0.29,,,85691,,,KE,,,,,,,,2275,,,2275,,,,,,,,,3461.54,2A46M,2.25,2.5,,,312.5,24,7.5,24,7.5,1,0.55,600,144,Main Gun
,2,0.35,1.4,73mm,,0.57,,,81940,,,,,,,,,,,1575,,,1575,,,,,,,,,2692.31,2A28 Grom,1.73,27.5,,,91.5,40,6.6,40,6.6,1,0.05,600,84,Main Gun
13,1,0.6,1,100mm,,0.57,,,87933,,,KE,,,,,,,,2275,,,2275,,,,,,,,,3461.54,D-10T,2,2.5,,,250,1,7.5,1,1,1,0.3,20,115,Main Gun
17,1,0.3,,SACLOS,,1.43,,,90094,,,HEAT,true,,,,,,,2450,,,2450,,175,,,175,375,3,750,375,SS-11,2,5,,,400,3,1,3,1,1,0.2,179,150,ATGM
,1,0.65,1,35mm Radar,,0.11,,,83057,,,,,,true,,,,,1050,2800,2625,1050,,,,,,,,,3461.54,Twin GDF-001,5.4,13.5,,,76.5,92,15,680,0.4,1,0.05,680,140,Twin Autocannon
,1,0.4,1,5.56mm,,0.57,,,83853,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,AR 70/90,1.556,2.5,,,10,4,6,40,3,1,0.4,4,40,Assault Rifles
,1,0.4,1,5.56mm,,0.57,,,84096,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,Howa 89 Shiki,1.556,2.5,,,10,4,6,40,3,1,0.4,4,40,Assault Rifles
,7,,10,155mm,,0.06,175,175,82494,,,,,,,,,,,24500,,,24500,,2450,,,2450,,,,1057.69,m/60,2.03,155,,,310,14,30,14,3,1,,933,357,Howitzer
,1,0.6,0.2,7.62mm,,0.57,,,86600,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,AP M-44,1.762,3,,,10,8,3,80,1.5,1,0.4,8,40,Assault Rifles
19,1,0.55,1,125mm,,0.29,,,88068,,,KE,,,,,,,,2275,,,2275,,,,,,,,,3461.54,2A46M,2.25,2.5,,,312.5,28,6.6,28,6.6,1,0.45,700,144,Main Gun
,1,0.3,0.4,30mm,,1.15,,,92408,,,,,,,,,,,2800,1575,1575,2800,,,,,,,,,5769.23,GSh-2-30,1.6,1,,,23,10,2,40,0.2,1,0.3,40,60,Autocannon
,0.5,0.1,1,7.62mm,,0.57,,,88365,,,,,,,,,,,875,525,,875,,,,,,,,,3461.54,Twin Ksp m/36,1.762,3,,,10,20,4,200,0.4,1,0.05,40,55,MMG
1,1,0.1,1,14.5mm,,0.57,,,82240,,,KE,,,,,,,,1400,,,1400,,,,,,,,,3461.54,ZPTU-2,1.29,5.5,,,18.5,12,5,80,0.4,1,0.05,40,40,HMG
,4,0.3,0.2,Infrared,,0.57,,,91336,,true,,true,,,,,,,,2100,3500,,,,420,700,,2000,10,9000,2000,AIM-9B,2,140,,,280,1,2,1,2,1,0.3,400,160,AAM
,3,0.4,1.4,90mm,,0.29,,,85445,,,,,,,,,,,1750,,,1750,,,,,,,,,2692.31,M36,1.9,34,,,112.5,1,7.5,1,1,1,0.05,15,104,Main Gun
,3,0.45,1.4,105mm,,0.29,,,84845,,,,,,,,,,,2100,,,2100,,,,,,,,,2692.31,L7A3,2.05,39.5,,,131.5,1,6,1,1,1,0.35,20,121,Main Gun
,1,0.4,0.2,9mm PB,,0.57,,,84281,,,,,,,,,,,455,455,,455,,2,,,2,,,,3461.54,Uzi,1.9,3.5,,,10,8,2,80,1,1,0.4,8,30,SMG
13,1,0.5,1,105mm,,0.29,,,86275,,,KE,,,,,,,,2100,,,2100,,,,,,,,,3461.54,OTO Melara 105mm M52,2.05,2.5,,,262.5,1,6,1,1,1,,20,121,Main Gun
,1.5,0.6,1.4,60mm,,0.57,,,82568,,,KE,,,,,,,,1925,,,1925,,,,,,,,,3461.54,HVMS,2.2,22.5,,,75,6,2.2,6,2,1,,30,120,Autocannon
19,1,0.65,1,120mm,,0.29,,,81574,,,KE,,,,,,,,2275,,,2275,,,,,,,,,3461.54,CN120-25,2.2,2.5,,,300,1,6.6,1,1,1,0.3,25,138,Main Gun
8,1,0.15,1,105mm,,0.29,,,83394,,,KE,,,,,,,,1925,,,1925,,,,,,,,,3461.54,L13A1,2.05,2.5,,,262.5,1,8,1,1,1,0.05,20,121,Main Gun
,30,0.25,,3000kg,,0.57,,,92513,,,,,,,,,,,3500,,,3500,,,,,,,,,576.92,3000-2,6,650,,,1300,1,5,1,0.2,1,0.25,3500,600,HE Bomb
16,1,0.6,1,105mm,,0.29,,,88734,,,KE,,,,,,,,2275,,,2275,,,,,,,,,3461.54,T83,2.05,2.5,,,262.5,1,6.6,1,1,1,0.45,20,121,Main Gun
6,1,0.25,,245kg,,0.57,,,91991,true,,HEAT,,,,,,,,3500,,,3500,,,,,,,,,576.92,Mk 20 Rockeye II,6,225,,,250,4,5,4,0.2,2,0.25,2500,300,AT Cluster Bomb
,1,0.4,0.2,9mm PB,,0.57,,,81644,,,,,,,,,,,455,455,,455,,2,,,2,,,,3461.54,L34A1,1,3.5,,,10,8,2,80,1,1,0.4,8,30,SMG
28,1,0.5,,SALH,,0.57,,,93060,,,HEAT,true,,,,,,,2975,,,2975,,700,,,700,2000,10,4000,2000,Kh-23M,2,5,,,400,1,1,1,1,1,0.5,595,150,AGM
17,1,0.45,1,105mm,,0.29,,,84875,,,KE,,,,,,,,1925,,,1925,,,,,,,,,3461.54,L7A3,2.05,2.5,,,262.5,1,6,1,1,1,0.35,20,121,Main Gun
,1,0.6,0.2,7.62mm,,0.57,,,87061,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,Rk 62/76 TP,1.762,3,,,10,8,3,80,1.5,1,0.4,8,40,Assault Rifles
,3,0.4,1.4,90mm,,0.29,,,85388,,,,,,,,,,,1925,,,1925,,,,,,,,,2692.31,M3,1.9,34,,,112.5,1,7.5,1,1,1,0.05,15,104,Main Gun
,10,0.4,0.6,240mm,,1.15,,,90719,,,,,,,,,,,2450,,,2450,,700,,,700,,,,2307.69,S-24B,2.6,90,,,300,4,20,4,2,1,0.3,400,552,Rocket Pod
,1,0.25,1,30mm,,0.57,,,90676,,,,,,,,,,,1575,1575,,1575,,,,,,,,,3461.54,GSh-30k,1.6,11.5,,,37.5,4,0.6,30,0.2,1,0.15,30,60,Twin Autocannon
,1,0.45,0.6,5.45mm,,0.57,,,86075,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,AK-74,1.545,2.5,,,10,6,4.5,60,2.2,1,0.23,6,40,Assault Rifles
,5,,8,120mm,,0.06,140,140,84950,,,,,,,,,,,7700,,,7700,,770,,,770,,,,826.92,Tampella,1.8,60,,,180,3,12,3,4,1,,120,265,Mortar
,7,0.5,0.2,Radar,,0.57,,,87398,,,,true,,true,,,,,,2800,3500,,,,560,,,1500,10,7500,1500,SPADA,2,245,,,490,6,25,6,1,1,0.5,756,280,SAM
,1,0.3,1.4,7.62mm,,0.57,,,82554,,,,,,,,,,,595,595,,595,,2,,,2,,,,3461.54,Vektor R1,1.762,3,,,10,3,12,30,6,1,0.05,3,50,Battle Rifle
16,1,0.15,1,152mm HEAT,,0.29,,,81259,,,HEAT,,,,,,,,1925,,,1925,,,,,,,,,3461.54,2A64,2.52,2.5,,,380,1,7.5,1,1,1,0.05,30,175,Main Gun
22,1,0.4,2,SACLOS,,0.97,,,88627,,,HEAT,true,,,,,,,2625,,,2625,,175,,,175,750,1.9,900,750,HJ-8,2,5,,,400,1,5,1,1,1,0.5,110,150,ATGM
,3,0.55,1.4,105mm,,0.29,,,81499,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,MECA L/48,2.05,39.5,,,131.5,1,6.6,1,1,1,0.05,20,121,Main Gun
3,1,0.6,1,25mm,,0.57,,,81740,,,KE,,,,,,,,1750,,,1750,,,,,,,,,3461.54,Bushmaster,1.5,9.5,,,31.5,2,1.7,15,1.3,1,0.3,15,50,Autocannon
,5,0.7,1,Infrared,,0.57,,,89862,,true,,true,,,,,,,,2275,1820,,,,,,,2000,10,9000,2000,FIM-92C Stinger,2,175,,,350,4,20,4,2,1,0.7,234,200,SAM
17,1,0.45,2,SACLOS,,1.43,,,84561,,,HEAT,true,,,,,,,2625,,,2625,,175,,,175,500,2.9,600,500,Jyu-MAT,2,5,,,400,2,10,2,1,1,0.1,191,150,ATGM
,1,0.25,1,7.62mm,,0.57,,,83884,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,BM 59,1.762,3,,,10,4,8,40,5.3,1,0.05,4,50,Battle Rifle
20,1,0.7,,84mm HEAT,,0.86,,,84042,,,HEAT,,,,,,,,875,,,875,,,,,,,,,769.23,Carl Gustav M3,2.68,2.5,,,210,1,4,1,1,1,0.05,20,336,LAW
24,1,0.5,,112mm HEAT,,0.86,,,86749,,,HEAT,,,,,,,,700,,,700,,,,,,,,,769.23,M-90 Stršljen,3.24,2.5,,,280,1,3,1,1,1,0.05,20,448,LAW
3,1,,20,122mm,1,0.06,700,175,86917,true,,HEAT,,,,,,,,17500,,,17500,,3500,,,3500,,,,1057.69,9M217,1.81,150,,,150,20,80,20,0.2,1,,680,285,MLRS
,6,0.5,,Radar,,0.57,,,89685,,true,,true,,true,,,,2100,,2800,3500,,,,,,,1500,10,15000,1500,9K33M OSA-M,2,210,,,420,2,8,2,0.8,1,0.5,108,240,Naval SAM
18,1,0.55,1,125mm,,0.29,,,88220,,,KE,,,,,,,,2275,,,2275,,,,,,,,,3461.54,2A46M,2.25,2.5,,,312.5,24,6.6,24,6.6,1,0.45,600,144,Main Gun
,3,0.55,1.4,100mm,,0.57,,,87977,,,,,,,,,,,2100,,,2100,,,,,,,,,2692.31,D-10T,2,37.5,,,125,1,7.5,1,1,1,0.15,20,115,Main Gun
,1,0.95,2,9mm PB,,0.57,,,87725,,,,,,,,,,,1050,595,,1050,,87,,,87,,,,3461.54,VSS Vintorez,1,3,,,10,1,4,1,4,1,0.2,6,55,Sniper Rifle
,1,0.8,0.2,5.56mm,,0.57,,,84476,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,C7 Carbine,1.556,2.5,,,10,8,3,80,1.3,1,0.8,8,40,Assault Rifles
,0.75,0.15,1,12.7mm,,0.57,,,90891,,,,,,,,,,,1050,1050,,1050,,,,,,,,,3461.54,M2 Browning,1.254,5,,,16,10,2,100,0.8,1,0.05,20,90,MMG
,3,0.65,1.4,120mm,,0.29,,,84232,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,KM256,2.2,45,,,150,1,6.6,1,1,1,0.55,25,138,Main Gun
,0.5,0.3,2,7.62mm,,0.57,,,82523,,,,,,,,,,,875,595,,875,,,,,,,,,3461.54,RPD,2.25,3,,,50,10,5,100,0.8,1,0.15,10,55,SAW
,2,0.15,1,30mm Frag,,0.86,,,90498,,,,,,,,,,,1750,,,1750,,52,,,52,,,,769.23,Twin AGS-17,2.25,35,,,70,20,15,60,0.4,1,0.1,160,70,Grenade Launcher
,7,,30,130mm,1,0.06,700,175,88638,,,,,,,,,,,14000,,,14000,,2800,,,2800,,,,1057.69,T75,1.87,78,,,390,24,168,24,0.6,1,,528,291,MLRS
16,1,0.6,1,105mm,,0.29,,,84033,,,KE,,,,,,,,2100,,,2100,,,,,,,,,3461.54,Rh-105-11,2.05,2.5,,,262.5,1,7.5,1,1,1,0.35,20,121,Main Gun
,2,0.55,1,73mm,,0.86,,,87408,,,,,,,,,,,1050,,,1050,,,,,,,,,2692.31,SPG-9D,1.73,27.5,,,91.5,1,6,1,1,1,0.05,20,50,LAW
,1,0.8,0.2,9mm PB,,0.57,,,83866,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,MAB 38/49,1.9,3.5,,,10,8,2,80,1,1,0.8,8,30,SMG
22,1,0.45,2,SACLOS,,1.15,,,83439,,,HEAT,true,,,,,,,2625,,,2625,,175,,,175,500,2.3,750,500,Swingfire,2,5,,,400,2,10,2,1,1,0.1,248,150,ATGM
,4,0.3,0.2,Infrared,,0.57,,,91771,,true,,true,,,,,,,,2100,3500,,,,420,700,,2000,10,9000,2000,AAM-1,2,140,,,280,1,2,1,2,1,0.3,400,160,AAM
,5,0.7,0.2,Radar,,0.57,,,91915,,true,,true,,true,,,,,,,7000,,,,,700,,1500,10,20000,1500,Derby,2,175,,,350,1,2,1,2,1,0.7,1000,200,AAM
,1,0.8,0.2,5.56mm,,0.57,,,83318,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,SG-543,1.556,2.5,,,10,8,3,80,1.3,1,0.8,8,40,Assault Rifles
18,1,0.5,1,120mm,,0.29,,,88490,,,KE,,,,,,,,2275,,,2275,,,,,,,,,3461.54,BWK120,2.2,2,,,300,1,10,1,1,1,0.15,25,138,Main Gun
,4,0.5,0.2,Infrared,,0.57,,,92664,,true,,true,,,,,,,,2100,3850,,,,420,700,,2000,10,9000,2000,AIM-9P 3,2,140,,,280,1,2,1,2,1,0.5,500,160,AAM
,1,0.4,0.2,9mm PB,,0.57,,,83240,,,,,,,,,,,455,455,,455,,2,,,2,,,,3461.54,Jatimatic,1.9,3.5,,,11.5,8,2,80,1,1,0.4,8,30,SMG
,3,0.65,1.4,105mm,,0.29,,,87841,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,L/62,2.05,39.5,,,131.5,25,4,25,4,1,0.05,500,121,Main Gun
,20,,30,570mm,1,0.06,175,87,85665,,,,,,,,,,,49000,,,49000,,8400,,,8400,,,,1057.69,M52 Tactical Missile,4.8,342,,,1000,1,120,1,1,1,,800,1340,MLRS
,3,0.4,0.2,70mm,,1.15,,,91617,,,,,,,,,,,2625,,,2625,,700,,,700,,,,2307.69,M151 CRV7,1.466667,26.5,,,87.5,38,4,38,0.2,19,0.4,700,161,Rocket Pod
,1,0.8,0.2,7.62mm,,0.57,,,86601,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,AP M-44,1.762,3,,,10,8,3,80,1.5,1,0.8,8,40,Assault Rifles
,0.5,0.3,2,7.62mm,,0.57,,,86122,,,,,,,,,,,770,595,,770,,87,,,87,,,,3461.54,Type 73 LMG,2.25,3,,,50,3,2,30,1,1,0.15,3,55,LMG
,1,0.8,0.2,5.56mm,,0.57,,,86710,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,Carbine M727,1.556,2.5,,,10,8,3,80,1.3,1,0.8,8,40,Assault Rifles
,1,0.05,1.4,7.5mm,,0.57,,,83791,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,Krag-Jørgensen,1.75,3,,,10,3,12,30,8,1,0.05,3,50,Battle Rifle
,15,0.2,,500kg,,0.57,,,91610,,,,,,,,,,,3500,,,3500,,,,,,,,,576.92,Mk 83,6,187.5,,,300,3,5,3,0.2,3,0.2,1750,600,HE Bomb
6,1,0.3,,500kg,,0.57,,,93049,true,,HEAT,,,,,,,,3500,,,3500,,,,,,,,,576.92,RBK-500,6,225,,,250,2,5,2,0.2,1,0.3,1500,300,AT Cluster Bomb
,,,5,155mm,,0.06,210,210,81718,,,,,,,,true,,,24500,,,24500,,2450,,,2450,,,,1057.69,L31,2.03,155,,175,310,3,15,3,3,1,,253,,Howitzer
16,1,0.55,1,105mm,,0.29,,,81498,,,KE,,,,,,,,2275,,,2275,,,,,,,,,3461.54,MECA L/48,2.05,2.5,,,262.5,1,6.6,1,1,1,0.05,20,121,Main Gun
2,1,0.3,1,37mm,,0.29,,,85737,,,KE,,,,,,,,1575,,,1575,,,,,,,,,3461.54,M6,1.37,2.5,,,92.5,1,3,1,1,1,0.05,5,84,Main Gun
,0.5,0.2,1,7.62mm,,0.57,,,82486,,,,,,,,,,,875,525,,875,,,,,,,,,3461.54,Ksp m/58,1.762,3,,,10,10,2,100,0.8,1,0.1,20,55,MMG
,,,4,81mm,,0.06,175,175,82605,,,,,,,,true,,,4900,,,4900,,490,,,490,,,,692.31,L16A2,1.54,40.5,,100,121.5,10,4,10,2,1,,120,,Mortar
,1,0.45,0.6,5.56mm,,0.57,,,86933,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,K2,1.556,2.5,,,10,6,4.5,60,2.2,1,0.3,6,40,Assault Rifles
